,Date of Funding Event,Event ID,Event Type,Funding in USD,Target Company ID,countries,clusters,Target Name,isProfileOrganization,Quarter of Funding Event,Year of Funding Event
9306,#########,"(u'260684047',)",Private Investment,100300,39f120687c940f18c647f28918a57813,United States,"Lending, Loans, Credit score, Consumer finance","Upstart Network, Inc.",TRUE,1,2014
9307,#########,"(u'264443729',)",Private Investment,17774600,39f120687c940f18c647f28918a57813,United States,"Lending, Loans, Credit score, Consumer finance","Upstart Network, Inc.",TRUE,3,2015
9308,#########,"(u'215375661',)",Private Investment,1749995,39f120687c940f18c647f28918a57813,United States,"Lending, Loans, Credit score, Consumer finance","Upstart Network, Inc.",TRUE,3,2012
9309,#########,"(u'558982337',)",Private Investment,6000000,4b9fd1b2d5887bea2ef8f3eca8ea01d6,Israel,"Sql, Hadoop, Python, Data preparation",Axonize Ltd.,TRUE,2,2018
9310,#########,"(u'328786569',)",Private Investment,0,4b9fd1b2d5887bea2ef8f3eca8ea01d6,Israel,"Sql, Hadoop, Python, Data preparation",Axonize Ltd.,TRUE,1,2016
9311,#########,"(u'331172128',)",Private Investment,1500000,4b9fd1b2d5887bea2ef8f3eca8ea01d6,Israel,"Sql, Hadoop, Python, Data preparation",Axonize Ltd.,TRUE,1,2016
9312,#########,"(u'575645045',)",Private Investment,2500000,65286baad500e92fe05fe57a07f4bad0,United Kingdom,"Drone, Satellite, Unmanned, Remote sensing",BioCarbon Engineering Limited,TRUE,2,2018
9313,#########,"(u'553035525',)",Private Investment,72077,65286baad500e92fe05fe57a07f4bad0,United Kingdom,"Drone, Satellite, Unmanned, Remote sensing",BioCarbon Engineering Limited,TRUE,3,2018
9314,#########,"(u'556339684',)",Minority Stake,0,65286baad500e92fe05fe57a07f4bad0,United Kingdom,"Drone, Satellite, Unmanned, Remote sensing",BioCarbon Engineering Limited,TRUE,4,2017
9315,#########,"(u'318563250',)",Private Investment,28247159,019d2e541f4b4502056600958c22e574,United States,"Wi fi, Indoor, Wifi, Lights",eero inc.,TRUE,4,2015
9316,#########,"(u'342743812',)",Private Investment,50000001,019d2e541f4b4502056600958c22e574,United States,"Wi fi, Indoor, Wifi, Lights",eero inc.,TRUE,2,2016
9317,#########,"(u'283636578',)",Private Investment,5000000,019d2e541f4b4502056600958c22e574,United States,"Wi fi, Indoor, Wifi, Lights",eero inc.,TRUE,1,2014
9318,#########,"(u'601955790',)",Merger/Acquisition,0,019d2e541f4b4502056600958c22e574,United States,"Wi fi, Indoor, Wifi, Lights",eero inc.,TRUE,1,2019
9319,#########,"(u'307070544',)",Private Investment,0,019d2e541f4b4502056600958c22e574,United States,"Wi fi, Indoor, Wifi, Lights",eero inc.,TRUE,2,2015
9320,#########,"(u'330401848',)",Private Investment,0,faa13d5126db801568f071104699a997,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Twiggle Ltd.,TRUE,2,2016
9321,#########,"(u'536943463',)",Private Investment,2200000,faa13d5126db801568f071104699a997,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Twiggle Ltd.,TRUE,4,2014
9322,#########,"(u'430613810',)",Private Investment,15000000,faa13d5126db801568f071104699a997,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",Twiggle Ltd.,TRUE,2,2017
9323,#########,"(u'557694372',)",Private Investment,1240079,4b94d16c37756514138e664c83f106c1,France,"Equity, Technology startups, Mentorship, Platform for startups",International Consultancy Coverage Investment SAS,TRUE,1,2018
9324,#########,"(u'323384152',)",Minority Stake,121154,06a6bb927a650a7d4dca1ae61e82b103,Poland,"Doctors, Hospital, Physicians, Medication",Infermedica Sp. z o.o,TRUE,1,2016
9325,#########,"(u'618051157',)",Private Investment,3699998,06a6bb927a650a7d4dca1ae61e82b103,Poland,"Doctors, Hospital, Physicians, Medication",Infermedica Sp. z o.o,TRUE,2,2019
9326,#########,"(u'553994943',)",Private Investment,737644,55c24ef8fe2f9cc3cde7a5af58570b61,France,"Fraud detection, Merchants, Laundering, Personal finance",Paylead SAS,TRUE,1,2018
9327,#########,"(u'408283651',)",Private Investment,2300000,311221968f55d64fc5e17b3c236583ad,United States,"Student, Edtech, Children, Career","Linux Academy, Inc.",TRUE,4,2016
9328,#########,"(u'541404935',)",Private Investment,6800000,311221968f55d64fc5e17b3c236583ad,United States,"Student, Edtech, Children, Career","Linux Academy, Inc.",TRUE,4,2017
9329,#########,"(u'289977637',)",Private Investment,1438504,290a2c169516a2e7a629035288ef45b9,India,"Drone, Satellite, Unmanned, Remote sensing",Axiom Research Labs Private Limited,TRUE,1,2015
9330,#########,"(u'403297599',)",Private Investment,0,290a2c169516a2e7a629035288ef45b9,India,"Drone, Satellite, Unmanned, Remote sensing",Axiom Research Labs Private Limited,TRUE,4,2016
9331,#########,"(u'289976779',)",Private Investment,500000,290a2c169516a2e7a629035288ef45b9,India,"Drone, Satellite, Unmanned, Remote sensing",Axiom Research Labs Private Limited,TRUE,4,2014
9332,#########,"(u'253615059',)",Private Investment,250000,d5d79025ae67ef57832d37c4d8b4ba75,United States,"Influencer, Social media marketing, Content marketing, Advertisers",People Pattern Corporation,TRUE,1,2013
9333,#########,"(u'253615789',)",Private Investment,4500000,d5d79025ae67ef57832d37c4d8b4ba75,United States,"Influencer, Social media marketing, Content marketing, Advertisers",People Pattern Corporation,TRUE,4,2013
9334,#########,"(u'530146829',)",Private Investment,1500000,a1dcd0f49f335e0206bb79b5fe07892c,United States,"Sql, Hadoop, Python, Data preparation","Wallaroo Labs, Inc.",TRUE,3,2017
9335,#########,"(u'133249919',)",Private Investment,6500000,db6794be064405f3763393d11e046279,United States,"Speech recognition, Musical, Podcasts, Songs",Personetics Technologies Ltd.,TRUE,2,2011
9336,#########,"(u'575107863',)",Private Investment,0,db6794be064405f3763393d11e046279,United States,"Speech recognition, Musical, Podcasts, Songs",Personetics Technologies Ltd.,TRUE,3,2018
9337,#########,"(u'421340653',)",Private Investment,0,db6794be064405f3763393d11e046279,United States,"Speech recognition, Musical, Podcasts, Songs",Personetics Technologies Ltd.,TRUE,1,2017
9338,#########,"(u'241915934',)",Private Investment,11500000,db6794be064405f3763393d11e046279,United States,"Speech recognition, Musical, Podcasts, Songs",Personetics Technologies Ltd.,TRUE,2,2013
9339,#########,"(u'412837076',)",Merger/Acquisition,0,74ee112634a7fc7b2a3460847533d22c,France,"Meetings, Sales automation, Prospects, Sales teams",IKO System SA,TRUE,4,2016
9340,#########,"(u'132684532',)",Private Investment,1015302,74ee112634a7fc7b2a3460847533d22c,France,"Meetings, Sales automation, Prospects, Sales teams",IKO System SA,TRUE,2,2011
9341,#########,"(u'326274001',)",Private Investment,2755884,74ee112634a7fc7b2a3460847533d22c,France,"Meetings, Sales automation, Prospects, Sales teams",IKO System SA,TRUE,1,2016
9342,#########,"(u'411491621',)",Private Investment,1000000,22ee1ba876ad4b7904af9b1b586b92dd,India,"Student, Edtech, Children, Career",Handy Training Technologies Pvt. Ltd.,TRUE,4,2016
9343,#########,"(u'570922010',)",Private Investment,843000,06df3486e0c4b224173de5fdfb7ce4e6,United States,"Topics, Video content, Readers, Personalized content","GrayMeta, Inc.",TRUE,2,2018
9344,#########,"(u'403006391',)",Private Investment,175000,06df3486e0c4b224173de5fdfb7ce4e6,United States,"Topics, Video content, Readers, Personalized content","GrayMeta, Inc.",TRUE,3,2016
9345,#########,"(u'382650442',)",Private Investment,890000,06df3486e0c4b224173de5fdfb7ce4e6,United States,"Topics, Video content, Readers, Personalized content","GrayMeta, Inc.",TRUE,3,2016
9346,#########,"(u'302868905',)",Private Investment,3496607,06df3486e0c4b224173de5fdfb7ce4e6,United States,"Topics, Video content, Readers, Personalized content","GrayMeta, Inc.",TRUE,3,2016
9347,#########,"(u'534238944',)",Private Investment,1875750,06df3486e0c4b224173de5fdfb7ce4e6,United States,"Topics, Video content, Readers, Personalized content","GrayMeta, Inc.",TRUE,3,2017
9348,#########,"(u'634523181',)",Private Investment,0,06df3486e0c4b224173de5fdfb7ce4e6,United States,"Topics, Video content, Readers, Personalized content","GrayMeta, Inc.",TRUE,3,2019
9349,#########,"(u'346730743',)",Private Investment,2000000,adca4f49af8853339b799a90e8774245,United States,"Bots, Chatbots, Conversational ai, Messenger","Conversable, Inc.",TRUE,2,2016
9350,#########,"(u'584577424',)",Merger/Acquisition,9294241,adca4f49af8853339b799a90e8774245,United States,"Bots, Chatbots, Conversational ai, Messenger","Conversable, Inc.",TRUE,3,2018
9351,#########,"(u'603324218',)",Private Investment,25000000,069bd6e19c0d3a9b7df4e53f4af73a7a,United States,"Sql, Hadoop, Python, Data preparation",R Software Inc.,TRUE,1,2019
9352,#########,"(u'424354664',)",Private Investment,9500000,ccd32e3a2ad4eb3d90b0e5ae0cd82830,United States,"Equity, Technology startups, Mentorship, Platform for startups","Ripcord Digital, Inc.",TRUE,1,2017
9353,#########,"(u'534668715',)",Private Investment,65000000,ccd32e3a2ad4eb3d90b0e5ae0cd82830,United States,"Equity, Technology startups, Mentorship, Platform for startups","Ripcord Digital, Inc.",TRUE,4,2017
9354,#########,"(u'431713382',)",Private Investment,11000000,2d3598d8aa9362bf4fe8bb743741e7a0,United States,"Doctors, Hospital, Physicians, Medication","LMND Medical Group, Inc.",TRUE,2,2017
9355,#########,"(u'379566814',)",Private Investment,1710000,2d3598d8aa9362bf4fe8bb743741e7a0,United States,"Doctors, Hospital, Physicians, Medication","LMND Medical Group, Inc.",TRUE,3,2016
9356,#########,"(u'273950430',)",Merger/Acquisition,1.70E+08,62e89cdabf2d2f907e8c3faae4bb7b92,United States,"Drug, Cancer, Therapy, Genomic",Cell Marque Corporation,TRUE,4,2014
9357,#########,"(u'281088387',)",Private Investment,4200000,ad2259c0fd671e817bdfe82442159983,Israel,"Ecommerce, Marketing automation, Shoppers, Retail technology",WebyClip Ltd,TRUE,4,2014
9358,#########,"(u'327805879',)",Private Investment,504932,d5b8a6e4c25c801c855a53567d614cff,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology","UserCare, Inc.",TRUE,1,2016
9359,#########,"(u'419631966',)",Private Investment,2700000,d5b8a6e4c25c801c855a53567d614cff,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology","UserCare, Inc.",TRUE,1,2017
9360,#########,"(u'595513704',)",Private Investment,4454773,3f490a0b2071acc5626ac0fdb84d8c36,Canada,"Agriculture, Farmers, Farming, Crop",Inno-3B Inc.,TRUE,4,2018
9361,#########,"(u'585833155',)",Private Investment,2189949,4b6250f1fba0ba55d08ea1eb8219c2f5,United Kingdom,"Invoices, Medium businesses, Cash flow, Receipts",Hokodo Ltd,TRUE,4,2018
9362,#########,"(u'609888763',)",Private Investment,2500000,a6fc1c4b17a19838b2739edc8f9bad65,Hong Kong,"Supply chain management, Freight, Shipping, Procurement process",International Compliance Workshop Limited,TRUE,2,2019
9363,#########,"(u'626638422',)",Minority Stake,0,42cae2fd5d90ef48f1aa01574628f5b1,Netherlands,"Recruiting, Candidate, Hiring process, Recruiters",Lift B.V.,TRUE,2,2017
9364,#########,"(u'626621544',)",Minority Stake,796541,42cae2fd5d90ef48f1aa01574628f5b1,Netherlands,"Recruiting, Candidate, Hiring process, Recruiters",Lift B.V.,TRUE,2,2019
9365,#########,"(u'431190855',)",Private Investment,1500000,9f85bc8922baba663e501f64e836e913,United States,"Influencer, Social media marketing, Content marketing, Advertisers",trueAnthem Inc.,TRUE,2,2017
9366,#########,"(u'593408553',)",Private Investment,1335537,9f85bc8922baba663e501f64e836e913,United States,"Influencer, Social media marketing, Content marketing, Advertisers",trueAnthem Inc.,TRUE,4,2018
9367,#########,"(u'310715533',)",Private Investment,0,9f85bc8922baba663e501f64e836e913,United States,"Influencer, Social media marketing, Content marketing, Advertisers",trueAnthem Inc.,TRUE,2,2016
9368,#########,"(u'244333995',)",Private Investment,2620000,9f85bc8922baba663e501f64e836e913,United States,"Influencer, Social media marketing, Content marketing, Advertisers",trueAnthem Inc.,TRUE,3,2013
9369,#########,"(u'117575119',)",Private Investment,2880000,9f85bc8922baba663e501f64e836e913,United States,"Influencer, Social media marketing, Content marketing, Advertisers",trueAnthem Inc.,TRUE,4,2010
9370,#########,"(u'301289113',)",Private Investment,8000000,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,2,2015
9371,#########,"(u'376614313',)",Private Investment,1897442,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,3,2016
9372,#########,"(u'320796059',)",Private Investment,848241,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,4,2015
9373,#########,"(u'569307152',)",Merger/Acquisition,51800000,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,2,2018
9374,#########,"(u'253829068',)",Private Investment,3100000,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,1,2014
9375,#########,"(u'226934361',)",Private Investment,850000,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,1,2013
9376,#########,"(u'274509031',)",Private Investment,2269232,9ee9d33ae9c7c7d43329793b510abb73,United States,"Influencer, Social media marketing, Content marketing, Advertisers","MLW Squared, Inc.",TRUE,4,2014
9377,#########,"(u'555795636',)",Private Investment,8000000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,1,2018
9378,#########,"(u'329839603',)",Private Investment,725000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,2,2016
9379,#########,"(u'205463001',)",Private Investment,200000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,2,2010
9380,#########,"(u'581015139',)",Private Investment,250000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,3,2018
9381,#########,"(u'269543776',)",Private Investment,1000000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,3,2014
9382,#########,"(u'184217851',)",Private Investment,3120000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,2,2012
9383,#########,"(u'61683842',)",Private Investment,700000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,2,2009
9384,#########,"(u'247219314',)",Private Investment,600000,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,3,2013
9385,#########,"(u'146015730',)",Private Investment,2410066,4461ae11aca8cb30753e527a5ad3846e,United States,"Speech recognition, Musical, Podcasts, Songs",Voci Technologies Incorporated,TRUE,1,2012
9386,#########,"(u'613371143',)",Private Investment,3000000,4f929935a186a4ac2927a76dc82f4a04,China,"Insurtech, Insurance industry, Underwriting, Insurance products",Yingying Intelligent,TRUE,4,2018
9387,#########,"(u'282649878',)",Private Investment,1833828,e0948850001876c86a40ad9ce8f5346e,Sweden,"Data centers, Migration, Cloud management, Application performance",Starcounter AB,TRUE,1,2015
9388,#########,"(u'603730517',)",Private Investment,14881174,bb946eea16c27ecc7901abffdea99087,China,"Fraud detection, Merchants, Laundering, Personal finance","Zhejiang Whale Network Technology Co., Ltd.",TRUE,3,2019
9389,#########,"(u'585110635',)",Private Investment,4699800,d5f9bc2a6a6628b1c4293aa8af0889db,Germany,"Doctors, Hospital, Physicians, Medication",Smart Reporting GmbH,TRUE,3,2018
9390,#########,"(u'375142401',)",Minority Stake,0,d5f9bc2a6a6628b1c4293aa8af0889db,Germany,"Doctors, Hospital, Physicians, Medication",Smart Reporting GmbH,TRUE,3,2016
9391,#########,"(u'427972259',)",Private Investment,2124270,d5f9bc2a6a6628b1c4293aa8af0889db,Germany,"Doctors, Hospital, Physicians, Medication",Smart Reporting GmbH,TRUE,2,2017
9392,#########,"(u'554965230',)",Private Investment,30000000,fc7712d367bb0b5cb10531648148f520,Israel,"Doctors, Hospital, Physicians, Medication",Medial EarlySign Ltd,TRUE,1,2018
9393,#########,"(u'434881540',)",Private Investment,4600000,34f8b98824a0a4016c572f5cc02ebbe6,United States,"Sql, Hadoop, Python, Data preparation","Julia Computing, Inc.",TRUE,2,2017
9394,#########,"(u'579976791',)",Private Investment,3000000,604d9d672adccd485635756ee9a6c4b9,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology",Zippin,TRUE,3,2018
9395,#########,"(u'580013128',)",Private Investment,11640826,604d9d672adccd485635756ee9a6c4b9,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology",Zippin,TRUE,3,2018
9396,#########,"(u'578150333',)",Private Investment,120000,604d9d672adccd485635756ee9a6c4b9,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology",Zippin,TRUE,1,2019
9397,#########,"(u'377881299',)",Private Investment,1100000,d0645cc2d97b382face374aab9d328af,Belgium,"Gas, Predictive maintenance, Industrial automation, Machinery",TrendMiner NV,TRUE,3,2016
9398,#########,"(u'570617167',)",Merger/Acquisition,0,d0645cc2d97b382face374aab9d328af,Belgium,"Gas, Predictive maintenance, Industrial automation, Machinery",TrendMiner NV,TRUE,2,2018
9399,#########,"(u'377880743',)",Private Investment,6000000,d0645cc2d97b382face374aab9d328af,Belgium,"Gas, Predictive maintenance, Industrial automation, Machinery",TrendMiner NV,TRUE,4,2015
9400,#########,"(u'596890027',)",Private Investment,6968063,e596df401708b849d8d862d8a5d0c707,United States,"Meetings, Sales automation, Prospects, Sales teams",LeadCrunch Inc.,TRUE,1,2019
9401,#########,"(u'596888011',)",Private Investment,0,e596df401708b849d8d862d8a5d0c707,United States,"Meetings, Sales automation, Prospects, Sales teams",LeadCrunch Inc.,TRUE,4,2018
9402,#########,"(u'594668475',)",Merger/Acquisition,1.13E+08,6c8278b3c765bb7161165691a4c9db39,Germany,"Semiconductor, Chips, Processors, Low power",Intive,TRUE,1,2019
9403,#########,"(u'629081962',)",Private Investment,0,5e2069bb4a4651fbe227045fbf7bc63d,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",NEX Team Inc.,TRUE,3,2019
9404,#########,"(u'574356941',)",Private Investment,4000000,5e2069bb4a4651fbe227045fbf7bc63d,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",NEX Team Inc.,TRUE,3,2018
9405,#########,"(u'613816861',)",Private Investment,2876829,c7f332fbfffe2c4639ab1b93fabf92b8,China,"Drone, Satellite, Unmanned, Remote sensing","Beijing Airwing Aviation Technology Co., Ltd.",TRUE,4,2018
9406,#########,"(u'433588366',)",Private Investment,9500000,5069273a127079cbf7078aa17c47cb14,United States,"Threat, Network security, Cybersecurity, Security solutions","Obsidian Security, Inc.",TRUE,2,2017
9407,#########,"(u'604439399',)",Private Investment,20000000,5069273a127079cbf7078aa17c47cb14,United States,"Threat, Network security, Cybersecurity, Security solutions","Obsidian Security, Inc.",TRUE,1,2019
9408,#########,"(u'580621875',)",Private Investment,13214521,31951ca59c5e5839b1fdaecf9fb4ae84,United States,"Bots, Chatbots, Conversational ai, Messenger",Syllable Corporation,TRUE,3,2018
9409,#########,"(u'640058828',)",Private Investment,0,31951ca59c5e5839b1fdaecf9fb4ae84,United States,"Bots, Chatbots, Conversational ai, Messenger",Syllable Corporation,TRUE,4,2017
9410,#########,"(u'328614726',)",Private Investment,0,516d7670dd9c6abf9b22a4c487f42354,China,"Drug, Cancer, Therapy, Genomic","Shanghai MOLBASE Technology Co.,Ltd.",TRUE,1,2016
9411,#########,"(u'328610281',)",Private Investment,0,516d7670dd9c6abf9b22a4c487f42354,China,"Drug, Cancer, Therapy, Genomic","Shanghai MOLBASE Technology Co.,Ltd.",TRUE,2,2015
9412,#########,"(u'276704328',)",Private Investment,0,516d7670dd9c6abf9b22a4c487f42354,China,"Drug, Cancer, Therapy, Genomic","Shanghai MOLBASE Technology Co.,Ltd.",TRUE,4,2014
9413,#########,"(u'276716813',)",Private Investment,10000000,516d7670dd9c6abf9b22a4c487f42354,China,"Drug, Cancer, Therapy, Genomic","Shanghai MOLBASE Technology Co.,Ltd.",TRUE,4,2013
9414,#########,"(u'430999672',)",Private Investment,0,516d7670dd9c6abf9b22a4c487f42354,China,"Drug, Cancer, Therapy, Genomic","Shanghai MOLBASE Technology Co.,Ltd.",TRUE,2,2017
9415,#########,"(u'404797719',)",Private Investment,500000,6e151aeef1020869981ed21e361f103b,United States,"Hotels, Booking, Business travel, Online travel","OK Roger, Inc.",TRUE,4,2016
9416,#########,"(u'590310006',)",Private Investment,3616477,46a5c7b70b72008a0dda4d2cef140941,Japan,"Augmented reality, Vr, Virtual reality, Ar",Style Port Inc.,TRUE,4,2018
9417,#########,"(u'553313375',)",Private Investment,2288016,46a5c7b70b72008a0dda4d2cef140941,Japan,"Augmented reality, Vr, Virtual reality, Ar",Style Port Inc.,TRUE,1,2018
9418,#########,"(u'291085513',)",Merger/Acquisition,10021478,733d5336b665be8d3bca5fd2e1007413,Hungary,"Sql, Hadoop, Python, Data preparation",SequenceIQ Inc.,TRUE,2,2015
9419,#########,"(u'273585186',)",Private Investment,0,733d5336b665be8d3bca5fd2e1007413,Hungary,"Sql, Hadoop, Python, Data preparation",SequenceIQ Inc.,TRUE,3,2014
9420,#########,"(u'529224790',)",Private Investment,2600000,be8a8e9a6c5c13e6a92be190b35417b8,United States,"Fraud detection, Merchants, Laundering, Personal finance",Entrupy Inc.,TRUE,3,2017
9421,#########,"(u'575470645',)",Private Investment,3000000,a808aea6df4aa0cbf494768aca613d1a,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Voyage Auto, Inc.",TRUE,3,2018
9422,#########,"(u'636784502',)",Private Investment,31377478,a808aea6df4aa0cbf494768aca613d1a,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Voyage Auto, Inc.",TRUE,3,2019
9423,#########,"(u'549206844',)",Private Investment,20219237,a808aea6df4aa0cbf494768aca613d1a,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","Voyage Auto, Inc.",TRUE,1,2018
9424,#########,"(u'569828941',)",Private Investment,18000000,b5c058cac54123bbd7bd03c78b4c7b2a,Switzerland,"Drone, Satellite, Unmanned, Remote sensing",Verity Studios AG,TRUE,2,2018
9425,#########,"(u'415242385',)",Private Investment,2000000,229a47e897ac374939ad9ccd4bb127da,United States,"Drone, Satellite, Unmanned, Remote sensing","CrowdAI, Inc.",TRUE,1,2017
9426,#########,"(u'381844802',)",Private Investment,120000,229a47e897ac374939ad9ccd4bb127da,United States,"Drone, Satellite, Unmanned, Remote sensing","CrowdAI, Inc.",TRUE,3,2016
9427,#########,"(u'589196970',)",Private Investment,0,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,4,2018
9428,#########,"(u'629192979',)",Private Investment,0,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,4,2018
9429,#########,"(u'223886712',)",Private Investment,900000,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,4,2012
9430,#########,"(u'365843076',)",Merger/Acquisition,0,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,2,2016
9431,#########,"(u'244596803',)",Private Investment,3200000,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,3,2013
9432,#########,"(u'271714281',)",Private Investment,2000000,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,4,2014
9433,#########,"(u'629189756',)",Private Investment,0,ea5b3b199294cadd9d2282e9c8cbb508,United States,"Student, Edtech, Children, Career","Fleksy, Inc.",TRUE,2,2018
9434,#########,"(u'432217091',)",Private Investment,5000000,5ff1e4b49dda1d7cc4de390f6962bca2,Malaysia,"Fraud detection, Merchants, Laundering, Personal finance",Soft Space Sdn. Bhd.,TRUE,2,2017
9435,#########,"(u'560304307',)",Private Investment,0,5ff1e4b49dda1d7cc4de390f6962bca2,Malaysia,"Fraud detection, Merchants, Laundering, Personal finance",Soft Space Sdn. Bhd.,TRUE,1,2018
9436,#########,"(u'590306017',)",Private Investment,4000000,f106428d1522b1f3d4fb0592eef59655,Germany,"Supply chain management, Freight, Shipping, Procurement process",scoutbee GmbH,TRUE,4,2018
9437,#########,"(u'426382156',)",Private Investment,0,f106428d1522b1f3d4fb0592eef59655,Germany,"Supply chain management, Freight, Shipping, Procurement process",scoutbee GmbH,TRUE,1,2017
9438,#########,"(u'613493376',)",Private Investment,12000000,f106428d1522b1f3d4fb0592eef59655,Germany,"Supply chain management, Freight, Shipping, Procurement process",scoutbee GmbH,TRUE,2,2019
9439,#########,"(u'401895135',)",Merger/Acquisition,32565534,7d39c8ff079e500b864794765574581b,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology","Blackbird Technologies, Inc.",TRUE,3,2016
9440,#########,"(u'327173741',)",Private Investment,2000000,3fefa50f9e30374c479fa3f0d6e02476,Israel,"Doctors, Hospital, Physicians, Medication",MaxQ AI Ltd.,TRUE,1,2016
9441,#########,"(u'549954092',)",Private Investment,4320000,3fefa50f9e30374c479fa3f0d6e02476,Israel,"Doctors, Hospital, Physicians, Medication",MaxQ AI Ltd.,TRUE,1,2018
9442,#########,"(u'589890847',)",Private Investment,1404000,3fefa50f9e30374c479fa3f0d6e02476,Israel,"Doctors, Hospital, Physicians, Medication",MaxQ AI Ltd.,TRUE,4,2018
9443,#########,"(u'604532957',)",Private Investment,73588888,20488a61b01de22158a9654ad9cd6595,United States,"Lending, Loans, Credit score, Consumer finance","Figure Technologies, Inc.",TRUE,2,2019
9444,#########,"(u'561543986',)",Private Investment,50000000,20488a61b01de22158a9654ad9cd6595,United States,"Lending, Loans, Credit score, Consumer finance","Figure Technologies, Inc.",TRUE,2,2018
9445,#########,"(u'586300068',)",Merger/Acquisition,6388709,dd4f16fc262529190d2a03653026e47a,United States,"Facial, Face recognition, Law enforcement, Video surveillance","HTS Image Processing, Inc.",TRUE,4,2018
9446,#########,"(u'640119846',)",Private Investment,1410000,a5b51740103b322cace27199152ec70f,China,"Semiconductor, Chips, Processors, Low power","Hangzhou Xinsheng Intelligent Technology Co., Ltd.",TRUE,4,2019
9447,#########,"(u'602256001',)",Private Investment,5000000,89926d3d300978eb88d446d51bf432df,United States,"Autonomous vehicles, Fleet, Road, Autonomous driving","SafeAI, Inc.",TRUE,2,2019
9448,#########,"(u'129583295',)",Private Investment,0,38d120897756702c3377a886617541d0,Finland,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",ZenRobotics Ltd.,TRUE,4,2009
9449,#########,"(u'127252994',)",Private Investment,1354555,38d120897756702c3377a886617541d0,Finland,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",ZenRobotics Ltd.,TRUE,1,2011
9450,#########,"(u'217320920',)",Private Investment,16981255,38d120897756702c3377a886617541d0,Finland,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",ZenRobotics Ltd.,TRUE,3,2012
